acl_id,title,abstract,year,A,B,C,D,E,F,G,raw_response,input_tokens,output_tokens,total_tokens
U13-1021,e-Learning with {K}aggle in Class: Adapting the {ALTA} Shared Task 2013 to a Class Project,"The 2013 ALTA Shared Task was utilised as a class project for a subject taught at The University of Melbourne in the second semester of 2013. This paper reviews the experience of using an on-line, Kaggle in Class-based shared task for class work. Adoption of the shared task enables a blended learning paradigm that engages students in problem-based learning in a shared and open context.",2013,False,False,False,True,False,False,True,"G, D",196,3,199
R13-2017,{K}orean Word-Sense Disambiguation Using Parallel Corpus as Additional Resource,"Most previous research on Korean Word-Sense Disambiguation (WSD) were focusing on unsupervised corpus-based or knowledge-based approach because they suffered from lack of sense-tagged Korean corpora.Recently, along with great effort of constructing sense-tagged Korean corpus by government and researchers, finding appropriate features for supervised learning approach and improving its prediction accuracy became an issue. To achieve higher word-sense prediction accuracy, this paper aimed to find most appropriate features for Korean WSD based on Conditional Random Field (CRF) approach. Also, we utilized Korean-Japanese parallel corpus to enlarge size of sensetagged corpus, and improved prediction accuracy with it. Experimental result reveals that our method can achieve 95.67% of prediction accuracy.",2013,False,False,False,True,False,False,True,"D, G",267,3,270
P13-1055,Identifying Bad Semantic Neighbors for Improving Distributional Thesauri,"Distributional thesauri are now widely used in a large number of Natural Language Processing tasks. However, they are far from containing only interesting semantic relations. As a consequence, improving such thesaurus is an important issue that is mainly tackled indirectly through the improvement of semantic similarity measures. In this article, we propose a more direct approach focusing on the identification of the neighbors of a thesaurus entry that are not semantically linked to this entry. This identification relies on a discriminative classifier trained from unsupervised selected examples for building a distributional model of the entry in texts. Its bad neighbors are found by applying this classifier to a representative set of occurrences of each of these neighbors. We evaluate the interest of this method for a large set of English nouns with various frequencies.",2013,False,False,False,True,True,False,False,"D, E",271,3,274
P13-2075,Minimum {B}ayes Risk based Answer Re-ranking for Question Answering,"This paper presents two minimum Bayes risk (MBR) based Answer Re-ranking (MBRAR) approaches for the question answering (QA) task. The first approach re-ranks single QA system's outputs by using a traditional MBR model, by measuring correlations between answer candidates; while the second approach reranks the combined outputs of multiple QA systems with heterogenous answer extraction components by using a mixture model-based MBR model. Evaluations are performed on factoid questions selected from two different domains: Jeopardy! and Web, and significant improvements are achieved on all data sets.",2013,False,False,False,True,False,False,True,"D, G",234,3,237
S13-2001,"{S}em{E}val-2013 Task 1: {T}emp{E}val-3: Evaluating Time Expressions, Events, and Temporal Relations","Within the SemEval-2013 evaluation exercise, the TempEval-3 shared task aims to advance research on temporal information processing. It follows on from TempEval-1 and -2, with: a three-part structure covering temporal expression, event, and temporal relation extraction; a larger dataset; and new single measures to rank systems -in each task and in general. In this paper, we describe the participants' approaches, results, and the observations from the results, which may guide future research in this area.",2013,True,False,False,False,True,False,False,"A, E",221,3,224
S13-2002,{C}lear{TK}-{T}ime{ML}: A minimalist approach to {T}emp{E}val 2013,"The ClearTK-TimeML submission to Temp-Eval 2013 competed in all English tasks: identifying events, identifying times, and identifying temporal relations. The system is a pipeline of machine-learning models, each with a small set of features from a simple morpho-syntactic annotation pipeline, and where temporal relations are only predicted for a small set of syntactic constructions and relation types. ClearTK-TimeML ranked 1 st for temporal relation F1, time extent strict F1 and event tense accuracy.",2013,False,False,False,True,False,False,True,"D, G",219,3,222
W13-2713,The (Un)faithful Machine Translator,"Applying machine translation (MT) to literary texts involves the same domain shift challenges that arise for any sublanguage (e.g. medical or scientific). However, it also introduces additional challenges. One focus in the discussion of translation theory in the humanities has been on the human translator's role in staying faithful to an original text versus adapting it to make it more familiar to readers. In contrast to other domains, one objective in literary translation is to preserve the experience of reading a text when moving to the target language. We use existing MT systems to translate samples of French literature into English. We then use qualitative analysis grounded in translation theory and real example outputs in order to address what makes literary translation particularly hard and the potential role of the machine in it.",2013,False,False,False,False,True,False,True,"E, G",266,3,269
W13-2903,The {C}-Score {--} Proposing a Reading Comprehension Metrics as a Common Evaluation Measure for Text Simplification,"This article addresses the lack of common approaches for text simplification evaluation, by presenting the first attempt for a common evaluation metrics. The article proposes reading comprehension evaluation as a method for evaluating the results of Text Simplification (TS). An experiment, as an example application of the evaluation method, as well as three formulae to quantify reading comprehension, are presented. The formulae produce an unique score, the C-score, which gives an estimation of user's reading comprehension of a certain text. The score can be used to evaluate the performance of a text simplification engine on pairs of complex and simplified texts, or to compare the performances of different TS methods using the same texts. The approach can be particularly useful for the modern crowdsourcing approaches, such as those employing the Amazon's Mechanical Turk 1 or CrowdFlower 2 . The aim of this paper is thus to propose an evaluation approach and to motivate the TS community to start a relevant discussion, in order to come up with a common evaluation metrics for this task.",2013,True,False,False,True,False,False,False,"A, D",319,3,322
P13-2148,Identifying Sentiment Words Using an Optimization-based Model without Seed Words,"Sentiment Word Identification (SWI) is a basic technique in many sentiment analysis applications. Most existing researches exploit seed words, and lead to low robustness. In this paper, we propose a novel optimization-based model for SWI. Unlike previous approaches, our model exploits the sentiment labels of documents instead of seed words. Several experiments on real datasets show that WEED is effective and outperforms the state-of-the-art methods with seed words.",2013,False,True,False,True,False,False,False,"B, D",206,3,209
P13-2078,Measuring semantic content in distributional vectors,"Some words are more contentful than others: for instance, make is intuitively more general than produce and fifteen is more 'precise' than a group. In this paper, we propose to measure the 'semantic content' of lexical items, as modelled by distributional representations. We investigate the hypothesis that semantic content can be computed using the Kullback-Leibler (KL) divergence, an informationtheoretic measure of the relative entropy of two distributions. In a task focusing on retrieving the correct ordering of hyponym-hypernym pairs, the KL divergence achieves close to 80% precision but does not outperform a simpler (linguistically unmotivated) frequency measure. We suggest that this result illustrates the rather 'intensional' aspect of distributions.",2013,False,False,True,False,True,False,False,"C, E",273,3,276
2013.mtsummit-european.21,"trans{L}ectures: Transcription and Translation of Video Lectures {TTC}: Terminology Extraction, Translation Tools and Comparable Corpora","Online repositories of video lectures are a rapidly growing feature of the Internet. One example is VideoLectures.NET, a free and open access educational video repository with more than 17,000 video objects at present count. Transcription and translation of these video lectures is needed to make them accessible to a wider audience. However, as with many other repositories, most of the lectures on this site are neither transcribed nor translated.",2013,True,False,False,False,False,False,True,"G, A",202,3,205
I13-1194,An Empirical Assessment of Contemporary Online Media in Ad-Hoc Corpus Creation for Social Events,"Social networking sites such as Facebook and Twitter have become favorite portals for users to discuss and express opinions. Research shows that topical discussions around events tend to evolve socially on microblogs. However, sources like Twitter have no explicit discussion thread which will link semantically similar posts. Moreover, the discussion may be evolving in multiple different threads (like Facebook). Researchers have proposed the use of online contemporary documents to act as external corpus to connect pairs of contextually related semantic topics. This motivates the question: given a significant social event, what is a good choice of external corpus to identify evolution of discussion topics around the event's context? In this work, we compare the effectiveness of contemporary blog posts, online news media and forum discussions in creating adhoc external corpus. Using social propensity of evolution of topical discussions on Twitter to assess the goodness of the creation, we find online news media as most effective. We evaluate on three large reallife Twitter datasets to affirm our findings.",2013,False,False,False,False,True,False,True,"E, G",309,3,312
D13-1004,Exploring the Utility of Joint Morphological and Syntactic Learning from Child-directed Speech,"Children learn various levels of linguistic structure concurrently, yet most existing models of language acquisition deal with only a single level of structure, implicitly assuming a sequential learning process. Developing models that learn multiple levels simultaneously can provide important insights into how these levels might interact synergistically during learning. Here, we present a model that jointly induces syntactic categories and morphological segmentations by combining two well-known models for the individual tasks. We test on child-directed utterances in English and Spanish and compare to single-task baselines. In the morphologically poorer language (English), the model improves morphological segmentation, while in the morphologically richer language (Spanish), it leads to better syntactic categorization. These results provide further evidence that joint learning is useful, but also suggest that the benefits may be different for typologically different languages.",2013,False,False,False,True,True,False,False,"D,E",278,2,280
W13-5407,Expanding {V}erb{N}et with {S}ketch {E}ngine,"This research describes efforts to expand the lexical resource VerbNet with additional class members and completely new verb classes. Several approaches to this in the past have involved automatic methods for expansion, but this research focuses on the addition of frequent, yet particularly challenging verbs that require manual additions after a survey of each verb's syntactic behaviors and semantic features. Sketch Engine has been an invaluable tool in this process, allowing for a comprehensive, yet detailed view of the behavior of a given verb, along with efficient comparisons to the behaviors of other verbs that might be included in VerbNet already. The incorporation of light verbs into VerbNet has presented particular challenges to this process, these are described along with a proposed resource to supplement VerbNet with information on light verbs. Sketch Engine's (Kilgarriff et al., 2004 ) Word Sketch and Thesaurus functions were found to be extremely helpful in the process of considering these verbs for addition, because these resources give a detailed snapshot of syntactic and collocational tendencies. Particularly difficult cases for addition are those where common, polysemous verbs are used in their 'light' sense while combining with another predicating element; for example, Jessica made an offer to buy the house. These cases are especially problematic for VN to account for because the structure of the lexicon assumes that the verb is the primary predicating element. The steps and challenges of these additions are discussed in turn. The overall successes of this expansion demonstrate the value of utilizing both the complementary lexical resources included in SemLink, as well as Sketch Engine.",2013,True,False,False,False,True,False,False,"A, E",428,3,431
W13-4205,Modeling the Helpful Opinion Mining of Online Consumer Reviews as a Classification Problem,"The paper aims to address an opinion mining problem: to find the helpful reviews from online consumer reviews before mining the detail. This task can benefit both the consumers and the companies. Consumers can read only the helpful opinions from helpful reviews before they purchase a product, while the companies can acquire the true reason why one product is liked or hated. A system is built to assess the difficulty of the problem. The experiment results show that helpful reviews can be identified with high precision from unhelpful ones.",2013,True,False,False,False,False,False,True,"A, G",216,3,219
W13-4051,Open-domain Utterance Generation for Conversational Dialogue Systems using Web-scale Dependency Structures,"Even though open-domain conversational dialogue systems are required in many fields, their development is complicated because of the flexibility and variety of user utterances. To address this flexibility, previous research on conversational dialogue systems has selected system utterances from web articles based on surface cohesion and shallow semantic coherence; however, the generated utterances sometimes contain irrelevant sentences with respect to the input user utterance. We propose a template-based approach that fills templates with the most salient words in a user utterance and with related words that are extracted using web-scale dependency structures gathered from Twitter. Our open-domain conversational dialogue system outperforms retrieval-based conventional systems in chat experiments.",2013,False,True,False,True,False,False,False,"B, D",245,3,248
W13-4071,Dialog State Tracking using Conditional Random Fields,"This paper presents our approach to dialog state tracking for the Dialog State Tracking Challenge task. In our approach we use discriminative general structured conditional random fields, instead of traditional generative directed graphic models, to incorporate arbitrary overlapping features. Our approach outperforms the simple 1-best tracking approach.",2013,False,True,False,True,False,False,False,"B, D",176,3,179
Y13-1011,Towards a Revised Motor Theory of {L}2 Speech Perception,"This study aims to review, through experiment proof of a salient effect of articulatory gestures on L2 perception, the time-honored but still put-to-sideways motor theory of speech perception. On one",2013,False,False,False,False,True,True,False,"E,F",160,2,162
W13-2104,Enhancing the Expression of Contrast in the {SP}a{RK}y Restaurant Corpus,"We show that Nakatsu & White's (2010) proposed enhancements to the SPaRKy Restaurant Corpus (SRC; Walker et al., 2007) for better expressing contrast do indeed make it possible to generate better texts, including ones that make effective and varied use of contrastive connectives and discourse adverbials. After first presenting a validation experiment for naturalness ratings of SRC texts gathered using Amazon's Mechanical Turk, we present an initial experiment suggesting that such ratings can be used to train a realization ranker that enables higher-rated texts to be selected when the ranker is trained on a sample of generated restaurant recommendations with the contrast enhancements than without them. We conclude with a discussion of possible ways of improving the ranker in future work.",2013,False,False,False,True,False,True,False,"D, F",268,3,271
W13-0108,Generating Natural Language from Linked Data: Unsupervised template extraction,"We propose an architecture for generating natural language from Linked Data that automatically learns sentence templates and statistical document planning from parallel RDF datasets and text. We have built a proof-of-concept system (LOD-DEF) trained on un-annotated text from the Simple English Wikipedia and RDF triples from DBpedia, focusing exclusively on factual, non-temporal information. The goal of the system is to generate short descriptions, equivalent to Wikipedia stubs, of entities found in Linked Datasets. We have evaluated the LOD-DEF system against a simple generate-from-triples baseline and human-generated output. In evaluation by humans, LOD-DEF significantly outperforms the baseline on two of three measures: non-redundancy and structure and coherence. 1 http://www.w3.org/TR/owl2-overview/ 2 We describe RDF in more detail in the next section 3 See http://museum-api.pbworks.com for many examples. 4",2013,False,True,False,False,False,False,True,"B, G",309,3,312
W13-1703,Building a Large Annotated Corpus of Learner {E}nglish: The {NUS} Corpus of Learner {E}nglish,"We describe the NUS Corpus of Learner English (NUCLE), a large, fully annotated corpus of learner English that is freely available for research purposes. The goal of the corpus is to provide a large data resource for the development and evaluation of grammatical error correction systems. Although NUCLE has been available for almost two years, there has been no reference paper that describes the corpus in detail. In this paper, we address this need. We describe the annotation schema and the data collection and annotation process of NUCLE. Most importantly, we report on an unpublished study of annotator agreement for grammatical error correction. Finally, we present statistics on the distribution of grammatical errors in the NUCLE corpus.",2013,True,False,False,False,True,False,False,"A, E",259,3,262
W13-2124,{G}en{N}ext: A Consolidated Domain Adaptable {NLG} System,"We introduce GenNext, an NLG system designed specifically to adapt quickly and easily to different domains. Given a domain corpus of historical texts, GenNext allows the user to generate a template bank organized by semantic concept via derived discourse representation structures in conjunction with general and domain-specific entity tags. Based on various features collected from the training corpus, the system statistically learns template representations and document structure and produces well-formed texts (as evaluated by crowdsourced and expert evaluations). In addition to domain adaptation, Gen-Next's hybrid approach significantly reduces complexity as compared to traditional NLG systems by relying on templates (consolidating micro-planning and surface realization) and minimizing the need for domain experts. In this description, we provide details of GenNext's theoretical perspective, architecture and evaluations of output.",2013,False,True,False,True,False,False,False,"B, D",275,3,278
W13-4826,"Corpus-amostra Coelho Netto: compila{\c{c}}{\~a}o, anota{\c{c}}{\~a}o e ocorr{\^e}ncias em textos liter{\'a}rios dos s{\'e}c. {XIX} e {XX} (Corpus-sample Coelho Netto: Compilation, Annotation and Occurrences in Literary Texts from {XIX} and {XX} Centuries) [in {P}ortuguese]","This paper presents doctoral thesis in progress of formation of corpus-sample Coelho Netto, a corpus compiled, annotated and analyzed morphosyntactically occurrences and opulence of verbs, adjectives and adverbs in-ly compared the texts of the same period, as well as observation the accuracy of automatic labeler Aelius (free software in Python), model Hunpos, trained at Corpus of Historical Portuguese Tycho Brahe (CHPTB) in literary texts by this author: two novels and three short stories of the period between the end of the 19th century and early 20th century. The Corpus is approximately forty-seven thousand tokens (words and punctuations). Resumo. Este trabalho apresenta a tese de doutoramento em andamento da constituição do corpus-amostra Coelho Netto, um corpus compilado, anotado morfossintaticamente e analisadas as ocorrências e opulência de verbos, adjetivos e advérbios em -mente em comparação a textos do mesmo período, além de observação da acurácia do etiquetador automático Aelius (software livre em Python), modelo Hunpos, treinado no Corpus Histórico do Português Tycho Brahe (CHPTB) em textos literários desse autor: dois romances e três contos do período entre final do século XIX e início do século XX. O Corpus tem aproximadamente quarenta e sete mil tokens (palavras e pontuações).",2013,True,False,False,False,True,False,False,"A, E",408,3,411
W13-2003,{TEES} 2.1: Automated Annotation Scheme Learning in the {B}io{NLP} 2013 Shared Task,"We participate in the BioNLP 2013 Shared Task with Turku Event Extraction System (TEES) version 2.1. TEES is a support vector machine (SVM) based text mining system for the extraction of events and relations from natural language texts. In version 2.1 we introduce an automated annotation scheme learning system, which derives task-specific event rules and constraints from the training data, and uses these to automatically adapt the system for new corpora with no additional programming required. TEES 2.1 is shown to have good generalizability and good performance across the BioNLP 2013 task corpora, achieving first place in four out of eight tasks.",2013,False,True,False,True,False,False,False,"B, D",258,3,261
W13-4034,Learning Dialogue Management Models for Task-Oriented Dialogue with Parallel Dialogue and Task Streams,"Learning dialogue management models poses significant challenges. In a complex taskoriented domain in which information is exchanged via parallel, interleaved dialogue and task streams, effective dialogue management models should be able to make dialogue moves based on both the dialogue and the task context. This paper presents a data-driven approach to learning dialogue management models that determine when to make dialogue moves to assist users' task completion activities, as well as the type of dialogue move that should be selected for a given user interaction context. Combining features automatically extracted from the dialogue and the task, we compare two alternate modeling approaches. The results of an evaluation indicate the learned models are effective in predicting both the timing and the type of system dialogue moves.",2013,False,False,False,True,False,False,True,"D, G",258,3,261
