acl_id,title,abstract,year,A,B,C,D,E,F,G,raw_response,input_tokens,output_tokens,total_tokens
Y15-2015,An Efficient Annotation for Phrasal Verbs using Dependency Information,"In this paper, we present an efficient semiautomatic method for annotating English phrasal verbs on the OntoNotes corpus. Our method first constructs a phrasal verb dictionary based on Wiktionary, then annotates each candidate example on the corpus as an either a phrasal verb usage or a literal one. For efficient annotation, we use the dependency structure of a sentence to filter out highly plausible positive and negative cases, resulting in a drastic reduction of annotation cost. We also show that a naive binary classification achieves better MWE identification performance than rule-based and sequence-labeling methods.",2015,True,False,False,True,False,False,False,"A, D",239,3,242
U15-1006,Similarity Metrics for Clustering {P}ub{M}ed Abstracts for Evidence Based Medicine,"We present a clustering approach for documents returned by a PubMed search, which enable the organisation of evidence underpinning clinical recommendations for Evidence Based Medicine. Our approach uses a combination of document similarity metrics, which are fed to an agglomerative hierarchical clusterer. These metrics quantify the similarity of published abstracts from syntactic, semantic, and statistical perspectives. Several evaluations have been performed, including: an evaluation that uses ideal documents as selected and clustered by clinical experts; a method that maps the output of PubMed to the ideal clusters annotated by the experts; and an alternative evaluation that uses the manual clustering of abstracts. The results of using our similarity metrics approach shows an improvement over K-means and hierarchical clustering methods using TF-IDF.",2015,False,False,False,True,False,False,True,"D, G",263,3,266
D15-1268,Fatal or not? Finding errors that lead to dialogue breakdowns in chat-oriented dialogue systems,"This paper aims to find errors that lead to dialogue breakdowns in chat-oriented dialogue systems. We collected chat dialogue data, annotated them with dialogue breakdown labels, and collected comments describing the error that led to the breakdown. By mining the comments, we first identified error types. Then, we calculated the correlation between an error type and the degree of dialogue breakdown it incurred, quantifying its impact on dialogue breakdown. This is the first study to quantitatively analyze error types and their effect in chat-oriented dialogue systems.",2015,False,False,False,False,True,True,False,"E, F",219,3,222
W15-0602,Feature selection for automated speech scoring,"Automated scoring systems used for the evaluation of spoken or written responses in language assessments need to balance good empirical performance with the interpretability of the scoring models. We compare several methods of feature selection for such scoring systems and show that the use of shrinkage methods such as Lasso regression makes it possible to rapidly build models that both satisfy the requirements of validity and intepretability, crucial in assessment contexts as well as achieve good empirical performance.",2015,False,False,False,True,False,True,False,"D, F",205,3,208
2015.mtsummit-wptp.1,How to teach machine translation post-editing? Experiences from a post-editing course,"Advances of machine translation technology have in recent years increased its use in various contexts. In the translation industry, work processes involving the use of machine translated texts as a raw translation to be post-edited by a translator are becoming increasingly common. The increasing use of post-editing processes also raises questions related to teaching and training of translators and post-editors, and institutions offering translator training have started to incorporate post-editing in their curricula. This paper describes a machine translation and post-editing course arranged at the University of Helsinki in Fall 2014. From the teacher's perspective, we discuss experiences of planning and teaching of the post-editing course. The development of the students' experiences and perception of the course contents, machine translation technology and post-editing are also discussed based on reflective essays written by the students after the course.",2015,False,False,False,False,True,False,True,"E, G",284,3,287
Q15-1022,Improving Topic Models with Latent Feature Word Representations,"Probabilistic topic models are widely used to discover latent topics in document collections, while latent feature vector representations of words have been used to obtain high performance in many NLP tasks. In this paper, we extend two different Dirichlet multinomial topic models by incorporating latent feature vector representations of words trained on very large corpora to improve the word-topic mapping learnt on a smaller corpus. Experimental results show that by using information from the external corpora, our new models produce significant improvements on topic coherence, document clustering and document classification tasks, especially on datasets with few or short documents.",2015,False,True,False,True,False,False,False,"B, D",233,3,236
W15-4917,Stripping Adjectives: Integration Techniques for Selective Stemming in {SMT} Systems,"In this paper we present an approach to reduce data sparsity problems when translating from morphologically rich languages into less inflected languages by selectively stemming certain word types. We develop and compare three different integration strategies: replacing words with their stemmed form, combined input using alternative lattice paths for the stemmed and surface forms and a novel hidden combination strategy, where we replace the stems in the stemmed phrase table by the observed surface forms in the test data. This allows us to apply advanced models trained on the surface forms of the words. We evaluate our approach by stemming German adjectives in two German→English translation scenarios: a low-resource condition as well as a large-scale state-of-the-art translation system. We are able to improve between 0.2 and 0.4 BLEU points over our baseline and reduce the number of out-of-vocabulary words by up to 16.5%.",2015,False,False,False,True,False,False,True,"D, G",296,3,299
S15-2120,{D}s{U}ni{P}i: An {SVM}-based Approach for Sentiment Analysis of Figurative Language on {T}witter,"The DsUniPi team participated in the SemEval 2015 Task#11: Sentiment Analysis of Figurative Language in Twitter. The proposed approach employs syntactical and morphological features, which indicate sentiment polarity in both figurative and non-figurative tweets. These features were combined with others that indicate presence of figurative language in order to predict a fine-grained sentiment score. The method is supervised and makes use of structured knowledge resources, such as Senti-WordNet sentiment lexicon for assigning sentiment score to words and WordNet for calculating word similarity. We have experimented with different classification algorithms (Naïve Bayes, Decision trees, and SVM), and the best results were achieved by an SVM classifier with linear kernel.",2015,False,False,False,True,False,False,True,"D, G",266,3,269
K15-1029,Transition-based Spinal Parsing,"We present a transition-based arc-eager model to parse spinal trees, a dependencybased representation that includes phrasestructure information in the form of constituent spines assigned to tokens. As a main advantage, the arc-eager model can use a rich set of features combining dependency and constituent information, while parsing in linear time. We describe a set of conditions for the arc-eager system to produce valid spinal structures. In experiments using beam search we show that the model obtains a good trade-off between speed and accuracy, and yields state of the art performance for both dependency and constituent parsing measures.",2015,False,True,True,False,False,False,False,"B, C",234,3,237
W15-3112,Learning Salient Samples and Distributed Representations for Topic-Based {C}hinese Message Polarity Classification,"We describe our participation in the Topic-Based Chinese Message Polarity Classification Task, based on the restricted and unrestricted resources respectively. In the restricted resource based classification, we focus on the selection of parameters in a multi-class classification model with highly-biased training data. In the unrestricted resource based classification, we explore the distributed representation of Chinese words through unsupervised feature learning and the annotation of salient samples through active learning, with a raw corpus of over 90 million messages extracted from Chinese Weibo Platform. For two classification subtasks, our submitted results ranked the 4th and the 2nd respectively.",2015,False,False,False,True,False,False,True,"D, G",238,3,241
